"","Borough","Lon","Lat","Globvalue","time"
"54398","Queens",-73.8133,40.6779,0.21,2016-07-01 23:00:00
"54399","Queens",-73.7706,40.6582,0.41,2016-07-01 23:00:00
"54428",NA,-74.0879,40.8473,0.01,2016-07-01 23:00:00
"54429",NA,-74.0448,40.8278,0.12,2016-07-01 23:00:00
"54430",NA,-74.0018,40.8083,0.19,2016-07-01 23:00:00
"54431","Manhattan",-73.9589,40.7887,0.31,2016-07-01 23:00:00
"54432","Queens",-73.916,40.7692,0.13,2016-07-01 23:00:00
"54433","Queens",-73.8731,40.7496,0.08,2016-07-01 23:00:00
"54434","Queens",-73.8302,40.7299,0.1,2016-07-01 23:00:00
"54435","Queens",-73.7874,40.7103,0.15,2016-07-01 23:00:00
"54462",NA,-74.019,40.8604,0.08,2016-07-01 23:00:00
"54463",NA,-73.976,40.8408,0.15,2016-07-01 23:00:00
"54464","Manhattan",-73.933,40.8213,0.19,2016-07-01 23:00:00
"54465","Bronx",-73.8901,40.8017,0.03,2016-07-01 23:00:00
"54466","Queens",-73.8472,40.782,0.12,2016-07-01 23:00:00
"54467","Queens",-73.8043,40.7624,0.08,2016-07-01 23:00:00
"54468","Queens",-73.7615,40.7427,0.1,2016-07-01 23:00:00
"54486",NA,-73.9501,40.8734,0.07,2016-07-01 23:00:00
"54487","Bronx",-73.9071,40.8538,0.19,2016-07-01 23:00:00
"54488","Bronx",-73.8642,40.8341,0.18,2016-07-01 23:00:00
"54489","Bronx",-73.8212,40.8145,0.26,2016-07-01 23:00:00
"54490","Queens",-73.7783,40.7948,0.17,2016-07-01 23:00:00
"54515",NA,-73.9242,40.9059,0.03,2016-07-01 23:00:00
"54516","Bronx",-73.8812,40.8863,0.08,2016-07-01 23:00:00
"54517","Bronx",-73.8382,40.8666,0.17,2016-07-01 23:00:00
"54518","Bronx",-73.7953,40.847,0.21,2016-07-01 23:00:00
"54519",NA,-73.7523,40.8273,0.27,2016-07-01 23:00:00
"54550",NA,-73.8552,40.9188,0.03,2016-07-01 23:00:00
"54551",NA,-73.8122,40.8991,0.08,2016-07-01 23:00:00
"54552",NA,-73.7692,40.8794,0.16,2016-07-01 23:00:00
"54586",NA,-73.7862,40.9316,0.04,2016-07-01 23:00:00
"542291",NA,-74.2755,40.5349,0.06,2016-07-02 00:00:00
"542301",NA,-74.1045,40.4573,0.03,2016-07-02 00:00:00
"542621",NA,-74.2929,40.5868,0.02,2016-07-02 00:00:00
"542631",NA,-74.25,40.5674,0.07,2016-07-02 00:00:00
"542641","Staten Island",-74.2072,40.548,0.05,2016-07-02 00:00:00
"542651","Staten Island",-74.1644,40.5286,0.01,2016-07-02 00:00:00
"542661","Staten Island",-74.1216,40.5092,0.02,2016-07-02 00:00:00
"542671",NA,-74.0789,40.4898,0.04,2016-07-02 00:00:00
"542681",NA,-74.0362,40.4703,0.14,2016-07-02 00:00:00
"54269",NA,-73.9936,40.4508,0.27,2016-07-02 00:00:00
"543061",NA,-74.2245,40.6,0.04,2016-07-02 00:00:00
"543071","Staten Island",-74.1817,40.5806,0.12,2016-07-02 00:00:00
"543081","Staten Island",-74.1388,40.5611,0.09,2016-07-02 00:00:00
"543091","Staten Island",-74.0961,40.5417,0.04,2016-07-02 00:00:00
"54310",NA,-74.0533,40.5222,0.05,2016-07-02 00:00:00
"54311",NA,-74.0106,40.5028,0.13,2016-07-02 00:00:00
"54312",NA,-73.968,40.4833,0.17,2016-07-02 00:00:00
"54313",NA,-73.9253,40.4637,0.16,2016-07-02 00:00:00
"543481","Staten Island",-74.199,40.6325,0.05,2016-07-02 00:00:00
"543491","Staten Island",-74.1561,40.6131,0.15,2016-07-02 00:00:00
"543501","Staten Island",-74.1133,40.5937,0.18,2016-07-02 00:00:00
"543511","Staten Island",-74.0705,40.5742,0.1,2016-07-02 00:00:00
"543521","Queens",-74.0277,40.5547,0.05,2016-07-02 00:00:00
"543531",NA,-73.985,40.5352,0.07,2016-07-02 00:00:00
"543541",NA,-73.9423,40.5157,0.16,2016-07-02 00:00:00
"543551",NA,-73.8996,40.4962,0.12,2016-07-02 00:00:00
"54356",NA,-73.857,40.4766,0.17,2016-07-02 00:00:00
"543911",NA,-74.1734,40.6651,0.03,2016-07-02 00:00:00
"543921",NA,-74.1305,40.6456,0.15,2016-07-02 00:00:00
"543931","Staten Island",-74.0876,40.6262,0.32,2016-07-02 00:00:00
"543941","Staten Island",-74.0448,40.6067,0.25,2016-07-02 00:00:00
"543951","Brooklyn",-74.002,40.5872,0.06,2016-07-02 00:00:00
"543961","Brooklyn",-73.9593,40.5677,0.04,2016-07-02 00:00:00
"543971","Queens",-73.9166,40.5481,0.1,2016-07-02 00:00:00
"543981",NA,-73.8739,40.5286,0.16,2016-07-02 00:00:00
"543991",NA,-73.8313,40.509,0.19,2016-07-02 00:00:00
"54400",NA,-73.7887,40.4894,0.29,2016-07-02 00:00:00
"54437",NA,-74.1477,40.6976,0.05,2016-07-02 00:00:00
"54438",NA,-74.1048,40.6782,0.11,2016-07-02 00:00:00
"54439",NA,-74.062,40.6587,0.27,2016-07-02 00:00:00
"54440","Brooklyn",-74.0191,40.6392,0.44,2016-07-02 00:00:00
"54441","Brooklyn",-73.9763,40.6197,0.25,2016-07-02 00:00:00
"54442","Brooklyn",-73.9335,40.6001,0.07,2016-07-02 00:00:00
"54443","Brooklyn",-73.8908,40.5806,0.06,2016-07-02 00:00:00
"54444",NA,-73.8481,40.561,0.12,2016-07-02 00:00:00
"54445",NA,-73.8055,40.5414,0.21,2016-07-02 00:00:00
"54446",NA,-73.7629,40.5218,0.26,2016-07-02 00:00:00
"54483",NA,-74.1221,40.7302,0.02,2016-07-02 00:00:00
"54484",NA,-74.0791,40.7107,0.05,2016-07-02 00:00:00
"54485",NA,-74.0362,40.6912,0.19,2016-07-02 00:00:00
"544861","Brooklyn",-73.9934,40.6717,0.36,2016-07-02 00:00:00
"544871","Brooklyn",-73.9506,40.6521,0.32,2016-07-02 00:00:00
"544881","Brooklyn",-73.9078,40.6326,0.1,2016-07-02 00:00:00
"544891","Brooklyn",-73.865,40.613,0.08,2016-07-02 00:00:00
"544901","Queens",-73.8223,40.5934,0.05,2016-07-02 00:00:00
"54491",NA,-73.7797,40.5738,0.08,2016-07-02 00:00:00
"54527",NA,-74.0534,40.7432,0.03,2016-07-02 00:00:00
"54528","Manhattan",-74.0105,40.7237,0.05,2016-07-02 00:00:00
"54529","Brooklyn",-73.9676,40.7042,0.22,2016-07-02 00:00:00
"54530","Brooklyn",-73.9248,40.6846,0.36,2016-07-02 00:00:00
"54531","Brooklyn",-73.882,40.665,0.16,2016-07-02 00:00:00
"54532","Queens",-73.8392,40.6454,0.07,2016-07-02 00:00:00
"54533","Queens",-73.7965,40.6258,0.07,2016-07-02 00:00:00
"54534","Queens",-73.7538,40.6062,0.05,2016-07-02 00:00:00
"54561","Queens",-73.9418,40.7367,0.05,2016-07-02 00:00:00
"54562","Queens",-73.8989,40.7171,0.13,2016-07-02 00:00:00
"54563","Queens",-73.8561,40.6975,0.14,2016-07-02 00:00:00
"54564","Queens",-73.8133,40.6779,0.04,2016-07-02 00:00:00
"54565","Queens",-73.7706,40.6582,0.05,2016-07-02 00:00:00
"54592","Queens",-73.8731,40.7496,0.01,2016-07-02 00:00:00
"54593","Queens",-73.8302,40.7299,0.03,2016-07-02 00:00:00
"54594","Queens",-73.7874,40.7103,0.03,2016-07-02 00:00:00
"54623","Queens",-73.7615,40.7427,0.02,2016-07-02 00:00:00
"54655","Queens",-73.7783,40.7948,0.01,2016-07-02 00:00:00
"530001",NA,-74.2755,40.5349,0.02,2016-07-02 01:00:00
"530011","Staten Island",-74.2327,40.5155,0.01,2016-07-02 01:00:00
"53029",NA,-74.2929,40.5868,0.08,2016-07-02 01:00:00
"53030",NA,-74.25,40.5674,0.07,2016-07-02 01:00:00
"53031","Staten Island",-74.2072,40.548,0.04,2016-07-02 01:00:00
"53032","Staten Island",-74.1644,40.5286,0.03,2016-07-02 01:00:00
"53055",NA,-74.2674,40.6193,0.03,2016-07-02 01:00:00
"53056",NA,-74.2245,40.6,0.1,2016-07-02 01:00:00
"53057","Staten Island",-74.1817,40.5806,0.14,2016-07-02 01:00:00
"53058","Staten Island",-74.1388,40.5611,0.17,2016-07-02 01:00:00
"53059","Staten Island",-74.0961,40.5417,0.03,2016-07-02 01:00:00
"53080",NA,-74.2419,40.6519,0.01,2016-07-02 01:00:00
"53081","Staten Island",-74.199,40.6325,0.06,2016-07-02 01:00:00
"53082","Staten Island",-74.1561,40.6131,0.13,2016-07-02 01:00:00
"53083","Staten Island",-74.1133,40.5937,0.2,2016-07-02 01:00:00
"53084","Staten Island",-74.0705,40.5742,0.11,2016-07-02 01:00:00
"53085","Queens",-74.0277,40.5547,0.03,2016-07-02 01:00:00
"53111",NA,-74.1734,40.6651,0.03,2016-07-02 01:00:00
"53112",NA,-74.1305,40.6456,0.11,2016-07-02 01:00:00
"53113","Staten Island",-74.0876,40.6262,0.14,2016-07-02 01:00:00
"53114","Staten Island",-74.0448,40.6067,0.14,2016-07-02 01:00:00
"53115","Brooklyn",-74.002,40.5872,0.08,2016-07-02 01:00:00
"53116","Brooklyn",-73.9593,40.5677,0.02,2016-07-02 01:00:00
"53153",NA,-74.1477,40.6976,0.02,2016-07-02 01:00:00
"53154",NA,-74.1048,40.6782,0.04,2016-07-02 01:00:00
"53155",NA,-74.062,40.6587,0.06,2016-07-02 01:00:00
"53156","Brooklyn",-74.0191,40.6392,0.07,2016-07-02 01:00:00
"53157","Brooklyn",-73.9763,40.6197,0.18,2016-07-02 01:00:00
"53158","Brooklyn",-73.9335,40.6001,0.12,2016-07-02 01:00:00
"53160",NA,-73.8481,40.561,0.01,2016-07-02 01:00:00
"53161",NA,-73.8055,40.5414,0.01,2016-07-02 01:00:00
"53205",NA,-74.1221,40.7302,0.02,2016-07-02 01:00:00
"53206",NA,-74.0791,40.7107,0.05,2016-07-02 01:00:00
"53207",NA,-74.0362,40.6912,0.07,2016-07-02 01:00:00
"53208","Brooklyn",-73.9934,40.6717,0.12,2016-07-02 01:00:00
"53209","Brooklyn",-73.9506,40.6521,0.08,2016-07-02 01:00:00
"53210","Brooklyn",-73.9078,40.6326,0.1,2016-07-02 01:00:00
"53211","Brooklyn",-73.865,40.613,0.02,2016-07-02 01:00:00
"53212","Queens",-73.8223,40.5934,0.02,2016-07-02 01:00:00
"53213",NA,-73.7797,40.5738,0.04,2016-07-02 01:00:00
"53256",NA,-74.2686,40.8405,0.15,2016-07-02 01:00:00
"53257",NA,-74.2255,40.8211,0.03,2016-07-02 01:00:00
"53258",NA,-74.0534,40.7432,0.02,2016-07-02 01:00:00
"53259","Manhattan",-74.0105,40.7237,0.1,2016-07-02 01:00:00
"53260","Brooklyn",-73.9676,40.7042,0.19,2016-07-02 01:00:00
"53261","Brooklyn",-73.9248,40.6846,0.24,2016-07-02 01:00:00
"53262","Brooklyn",-73.882,40.665,0.17,2016-07-02 01:00:00
"53263","Queens",-73.8392,40.6454,0.1,2016-07-02 01:00:00
"53264","Queens",-73.7965,40.6258,0.04,2016-07-02 01:00:00
"53265","Queens",-73.7538,40.6062,0.04,2016-07-02 01:00:00
"53309",NA,-74.2861,40.8925,0.32,2016-07-02 01:00:00
"53310",NA,-74.2429,40.8731,0.35,2016-07-02 01:00:00
"53311",NA,-74.1998,40.8537,0.13,2016-07-02 01:00:00
"53312",NA,-74.1567,40.8342,0.01,2016-07-02 01:00:00
"53313","Manhattan",-73.9847,40.7562,0.05,2016-07-02 01:00:00
"53314","Queens",-73.9418,40.7367,0.12,2016-07-02 01:00:00
"53315","Queens",-73.8989,40.7171,0.27,2016-07-02 01:00:00
"53316","Queens",-73.8561,40.6975,0.35,2016-07-02 01:00:00
"53317","Queens",-73.8133,40.6779,0.17,2016-07-02 01:00:00
"53318","Queens",-73.7706,40.6582,0.03,2016-07-02 01:00:00
"53365",NA,-74.2604,40.9252,0.4,2016-07-02 01:00:00
"53366",NA,-74.2172,40.9058,0.44,2016-07-02 01:00:00
"53367",NA,-74.1741,40.8863,0.26,2016-07-02 01:00:00
"53368",NA,-74.131,40.8668,0.04,2016-07-02 01:00:00
"53369",NA,-74.0018,40.8083,0.01,2016-07-02 01:00:00
"53370","Queens",-73.916,40.7692,0.05,2016-07-02 01:00:00
"53371","Queens",-73.8731,40.7496,0.13,2016-07-02 01:00:00
"53372","Queens",-73.8302,40.7299,0.33,2016-07-02 01:00:00
"53373","Queens",-73.7874,40.7103,0.38,2016-07-02 01:00:00
"53421",NA,-74.1915,40.9384,0.37,2016-07-02 01:00:00
"53422",NA,-74.1483,40.9189,0.28,2016-07-02 01:00:00
"53423",NA,-74.1052,40.8994,0.1,2016-07-02 01:00:00
"53425","Manhattan",-73.933,40.8213,0.01,2016-07-02 01:00:00
"53426","Bronx",-73.8901,40.8017,0.04,2016-07-02 01:00:00
"53427","Queens",-73.8472,40.782,0.08,2016-07-02 01:00:00
"53428","Queens",-73.8043,40.7624,0.19,2016-07-02 01:00:00
"53429","Queens",-73.7615,40.7427,0.37,2016-07-02 01:00:00
"53470",NA,-74.0794,40.932,0.06,2016-07-02 01:00:00
"53471",NA,-74.0362,40.9125,0.01,2016-07-02 01:00:00
"53472",NA,-73.9501,40.8734,0.01,2016-07-02 01:00:00
"53473","Bronx",-73.9071,40.8538,0.01,2016-07-02 01:00:00
"53474","Bronx",-73.8642,40.8341,0.01,2016-07-02 01:00:00
"53475","Bronx",-73.8212,40.8145,0.03,2016-07-02 01:00:00
"53476","Queens",-73.7783,40.7948,0.09,2016-07-02 01:00:00
"53514",NA,-74.0104,40.9451,0.01,2016-07-02 01:00:00
"53516","Bronx",-73.8812,40.8863,0.01,2016-07-02 01:00:00
"53517","Bronx",-73.8382,40.8666,0.01,2016-07-02 01:00:00
"53518","Bronx",-73.7953,40.847,0.01,2016-07-02 01:00:00
"53519",NA,-73.7523,40.8273,0.02,2016-07-02 01:00:00
"53559",NA,-73.8122,40.8991,0.01,2016-07-02 01:00:00
"53560",NA,-73.7692,40.8794,0.01,2016-07-02 01:00:00
"48895",NA,-74.2929,40.5868,0.03,2016-07-02 02:00:00
"48896",NA,-74.25,40.5674,0.01,2016-07-02 02:00:00
"48929",NA,-74.2674,40.6193,0.03,2016-07-02 02:00:00
"48930",NA,-74.2245,40.6,0.02,2016-07-02 02:00:00
"48961",NA,-74.2848,40.6713,0.08,2016-07-02 02:00:00
"48962",NA,-74.2419,40.6519,0.03,2016-07-02 02:00:00
"48963","Staten Island",-74.199,40.6325,0.04,2016-07-02 02:00:00
"48964","Staten Island",-74.1561,40.6131,0.02,2016-07-02 02:00:00
"48991",NA,-74.2593,40.7039,0.32,2016-07-02 02:00:00
"48992",NA,-74.2163,40.6845,0.08,2016-07-02 02:00:00
"48993",NA,-74.1734,40.6651,0.02,2016-07-02 02:00:00
"48994",NA,-74.1305,40.6456,0.02,2016-07-02 02:00:00
"49021",NA,-74.2767,40.7559,0.34,2016-07-02 02:00:00
"49022",NA,-74.2337,40.7365,0.42,2016-07-02 02:00:00
"49023",NA,-74.1907,40.7171,0.28,2016-07-02 02:00:00
"49024",NA,-74.1477,40.6976,0.1,2016-07-02 02:00:00
"49025",NA,-74.1048,40.6782,0.04,2016-07-02 02:00:00
"49026",NA,-74.062,40.6587,0.03,2016-07-02 02:00:00
"49027","Brooklyn",-74.0191,40.6392,0.01,2016-07-02 02:00:00
"49050",NA,-74.2942,40.8079,0.4,2016-07-02 02:00:00
"49051",NA,-74.2511,40.7885,0.32,2016-07-02 02:00:00
"49052",NA,-74.2081,40.7691,0.3,2016-07-02 02:00:00
"49053",NA,-74.1651,40.7496,0.33,2016-07-02 02:00:00
"49054",NA,-74.1221,40.7302,0.2,2016-07-02 02:00:00
"49055",NA,-74.0791,40.7107,0.09,2016-07-02 02:00:00
"49056",NA,-74.0362,40.6912,0.01,2016-07-02 02:00:00
"49057","Brooklyn",-73.9934,40.6717,0.02,2016-07-02 02:00:00
"49058","Brooklyn",-73.9506,40.6521,0.01,2016-07-02 02:00:00
"49059","Brooklyn",-73.9078,40.6326,0.04,2016-07-02 02:00:00
"49060","Brooklyn",-73.865,40.613,0.02,2016-07-02 02:00:00
"49091",NA,-74.2686,40.8405,0.33,2016-07-02 02:00:00
"49092",NA,-74.2255,40.8211,0.39,2016-07-02 02:00:00
"49093",NA,-74.1824,40.8017,0.24,2016-07-02 02:00:00
"49094",NA,-74.1394,40.7822,0.27,2016-07-02 02:00:00
"49095",NA,-74.0964,40.7627,0.19,2016-07-02 02:00:00
"49096",NA,-74.0534,40.7432,0.04,2016-07-02 02:00:00
"49098","Brooklyn",-73.9676,40.7042,0.01,2016-07-02 02:00:00
"49099","Brooklyn",-73.882,40.665,0.02,2016-07-02 02:00:00
"49100","Queens",-73.8392,40.6454,0.04,2016-07-02 02:00:00
"49101","Queens",-73.7965,40.6258,0.01,2016-07-02 02:00:00
"49132",NA,-74.2861,40.8925,0.12,2016-07-02 02:00:00
"49133",NA,-74.2429,40.8731,0.31,2016-07-02 02:00:00
"49134",NA,-74.1998,40.8537,0.44,2016-07-02 02:00:00
"49135",NA,-74.1567,40.8342,0.38,2016-07-02 02:00:00
"49136",NA,-74.1136,40.8148,0.32,2016-07-02 02:00:00
"49137",NA,-74.0706,40.7953,0.18,2016-07-02 02:00:00
"49138",NA,-74.0277,40.7758,0.07,2016-07-02 02:00:00
"49139","Manhattan",-73.9847,40.7562,0.01,2016-07-02 02:00:00
"49140","Queens",-73.8133,40.6779,0.02,2016-07-02 02:00:00
"49167",NA,-74.2604,40.9252,0.04,2016-07-02 02:00:00
"49168",NA,-74.2172,40.9058,0.14,2016-07-02 02:00:00
"49169",NA,-74.1741,40.8863,0.4,2016-07-02 02:00:00
"49170",NA,-74.131,40.8668,0.62,2016-07-02 02:00:00
"49171",NA,-74.0879,40.8473,0.62,2016-07-02 02:00:00
"49172",NA,-74.0448,40.8278,0.36,2016-07-02 02:00:00
"49173",NA,-74.0018,40.8083,0.07,2016-07-02 02:00:00
"49201",NA,-74.1915,40.9384,0.05,2016-07-02 02:00:00
"49202",NA,-74.1483,40.9189,0.18,2016-07-02 02:00:00
"49203",NA,-74.1052,40.8994,0.54,2016-07-02 02:00:00
"49204",NA,-74.0621,40.8799,0.79,2016-07-02 02:00:00
"49205",NA,-74.019,40.8604,0.68,2016-07-02 02:00:00
"49206",NA,-73.976,40.8408,0.18,2016-07-02 02:00:00
"49207","Manhattan",-73.933,40.8213,0.07,2016-07-02 02:00:00
"49208","Queens",-73.8472,40.782,0.03,2016-07-02 02:00:00
"49245",NA,-74.0794,40.932,0.28,2016-07-02 02:00:00
"49246",NA,-74.0362,40.9125,0.58,2016-07-02 02:00:00
"49247",NA,-73.9932,40.8929,0.52,2016-07-02 02:00:00
"49248",NA,-73.9501,40.8734,0.26,2016-07-02 02:00:00
"49249","Bronx",-73.9071,40.8538,0.2,2016-07-02 02:00:00
"49250","Bronx",-73.8642,40.8341,0.1,2016-07-02 02:00:00
"49251","Bronx",-73.8212,40.8145,0.09,2016-07-02 02:00:00
"49252","Queens",-73.7783,40.7948,0.05,2016-07-02 02:00:00
"49290",NA,-74.0104,40.9451,0.26,2016-07-02 02:00:00
"49291",NA,-73.9673,40.9255,0.36,2016-07-02 02:00:00
"49292",NA,-73.9242,40.9059,0.25,2016-07-02 02:00:00
"49293","Bronx",-73.8812,40.8863,0.25,2016-07-02 02:00:00
"49294","Bronx",-73.8382,40.8666,0.13,2016-07-02 02:00:00
"49295","Bronx",-73.7953,40.847,0.1,2016-07-02 02:00:00
"49296",NA,-73.7523,40.8273,0.12,2016-07-02 02:00:00
"49339",NA,-73.8982,40.9384,0.16,2016-07-02 02:00:00
"49340",NA,-73.8552,40.9188,0.18,2016-07-02 02:00:00
"49341",NA,-73.8122,40.8991,0.2,2016-07-02 02:00:00
"49342",NA,-73.7692,40.8794,0.13,2016-07-02 02:00:00
"49382",NA,-73.7862,40.9316,0.15,2016-07-02 02:00:00
"42370",NA,-74.2836,40.4504,0.04,2016-07-02 03:00:00
"42398",NA,-74.2582,40.483,0.04,2016-07-02 03:00:00
"42399",NA,-74.2154,40.4636,0.01,2016-07-02 03:00:00
"424281",NA,-74.2755,40.5349,0.03,2016-07-02 03:00:00
"42429","Staten Island",-74.2327,40.5155,0.03,2016-07-02 03:00:00
"42430","Staten Island",-74.1899,40.4961,0.02,2016-07-02 03:00:00
"42460","Staten Island",-74.2072,40.548,0.01,2016-07-02 03:00:00
"42461","Staten Island",-74.1644,40.5286,0.01,2016-07-02 03:00:00
"42508","Staten Island",-74.1561,40.6131,0.01,2016-07-02 03:00:00
"42556",NA,-74.2337,40.7365,0.02,2016-07-02 03:00:00
"42557",NA,-74.1907,40.7171,0.03,2016-07-02 03:00:00
"42558",NA,-74.1477,40.6976,0.01,2016-07-02 03:00:00
"42559",NA,-74.1048,40.6782,0.01,2016-07-02 03:00:00
"42560","Brooklyn",-74.0191,40.6392,0.02,2016-07-02 03:00:00
"42561","Brooklyn",-73.8908,40.5806,0.01,2016-07-02 03:00:00
"42562",NA,-73.8481,40.561,0.01,2016-07-02 03:00:00
"42564",NA,-73.7629,40.5218,0.01,2016-07-02 03:00:00
"42589",NA,-74.2081,40.7691,0.01,2016-07-02 03:00:00
"42590",NA,-74.1651,40.7496,0.11,2016-07-02 03:00:00
"42591",NA,-74.1221,40.7302,0.13,2016-07-02 03:00:00
"42592",NA,-74.0791,40.7107,0.08,2016-07-02 03:00:00
"42593",NA,-74.0362,40.6912,0.09,2016-07-02 03:00:00
"42594","Brooklyn",-73.9934,40.6717,0.06,2016-07-02 03:00:00
"42595","Brooklyn",-73.9506,40.6521,0.08,2016-07-02 03:00:00
"42596","Brooklyn",-73.9078,40.6326,0.04,2016-07-02 03:00:00
"42597","Brooklyn",-73.865,40.613,0.01,2016-07-02 03:00:00
"42598","Queens",-73.8223,40.5934,0.01,2016-07-02 03:00:00
"42599",NA,-73.7797,40.5738,0.01,2016-07-02 03:00:00
"42621",NA,-74.1394,40.7822,0.07,2016-07-02 03:00:00
"42622",NA,-74.0964,40.7627,0.29,2016-07-02 03:00:00
"42623",NA,-74.0534,40.7432,0.26,2016-07-02 03:00:00
"42624","Manhattan",-74.0105,40.7237,0.2,2016-07-02 03:00:00
"42625","Brooklyn",-73.9676,40.7042,0.1,2016-07-02 03:00:00
"42626","Brooklyn",-73.9248,40.6846,0.14,2016-07-02 03:00:00
"42627","Brooklyn",-73.882,40.665,0.12,2016-07-02 03:00:00
"42628","Queens",-73.8392,40.6454,0.02,2016-07-02 03:00:00
"42629","Queens",-73.7965,40.6258,0.01,2016-07-02 03:00:00
"42650",NA,-74.2861,40.8925,0.04,2016-07-02 03:00:00
"42651",NA,-74.1567,40.8342,0.02,2016-07-02 03:00:00
"42652",NA,-74.1136,40.8148,0.07,2016-07-02 03:00:00
"42653",NA,-74.0706,40.7953,0.22,2016-07-02 03:00:00
"42654",NA,-74.0277,40.7758,0.38,2016-07-02 03:00:00
"42655","Manhattan",-73.9847,40.7562,0.39,2016-07-02 03:00:00
"42656","Queens",-73.9418,40.7367,0.27,2016-07-02 03:00:00
"42657","Queens",-73.8989,40.7171,0.15,2016-07-02 03:00:00
"42658","Queens",-73.8561,40.6975,0.17,2016-07-02 03:00:00
"42659","Queens",-73.8133,40.6779,0.09,2016-07-02 03:00:00
"42679",NA,-74.2604,40.9252,0.23,2016-07-02 03:00:00
"42680",NA,-74.2172,40.9058,0.04,2016-07-02 03:00:00
"42681",NA,-74.1741,40.8863,0.03,2016-07-02 03:00:00
"42682",NA,-74.0879,40.8473,0.05,2016-07-02 03:00:00
"42683",NA,-74.0448,40.8278,0.14,2016-07-02 03:00:00
"42684",NA,-74.0018,40.8083,0.37,2016-07-02 03:00:00
"42685","Manhattan",-73.9589,40.7887,0.44,2016-07-02 03:00:00
"42686","Queens",-73.916,40.7692,0.29,2016-07-02 03:00:00
"42687","Queens",-73.8731,40.7496,0.21,2016-07-02 03:00:00
"42688","Queens",-73.8302,40.7299,0.19,2016-07-02 03:00:00
"42689","Queens",-73.7874,40.7103,0.27,2016-07-02 03:00:00
"42713",NA,-74.1915,40.9384,0.12,2016-07-02 03:00:00
"42714",NA,-74.1483,40.9189,0.06,2016-07-02 03:00:00
"42715",NA,-74.1052,40.8994,0.06,2016-07-02 03:00:00
"42716",NA,-74.0621,40.8799,0.03,2016-07-02 03:00:00
"42717",NA,-74.019,40.8604,0.09,2016-07-02 03:00:00
"42718",NA,-73.976,40.8408,0.27,2016-07-02 03:00:00
"42719","Manhattan",-73.933,40.8213,0.33,2016-07-02 03:00:00
"42720","Bronx",-73.8901,40.8017,0.19,2016-07-02 03:00:00
"42721","Queens",-73.8472,40.782,0.29,2016-07-02 03:00:00
"42722","Queens",-73.8043,40.7624,0.2,2016-07-02 03:00:00
"42723","Queens",-73.7615,40.7427,0.14,2016-07-02 03:00:00
"42750",NA,-74.0794,40.932,0.06,2016-07-02 03:00:00
"42751",NA,-74.0362,40.9125,0.04,2016-07-02 03:00:00
"42752",NA,-73.9932,40.8929,0.04,2016-07-02 03:00:00
"42753",NA,-73.9501,40.8734,0.23,2016-07-02 03:00:00
"42754","Bronx",-73.9071,40.8538,0.4,2016-07-02 03:00:00
"42755","Bronx",-73.8642,40.8341,0.28,2016-07-02 03:00:00
"42756","Bronx",-73.8212,40.8145,0.18,2016-07-02 03:00:00
"42757","Queens",-73.7783,40.7948,0.26,2016-07-02 03:00:00
"42783",NA,-74.0104,40.9451,0.02,2016-07-02 03:00:00
"42784",NA,-73.9673,40.9255,0.02,2016-07-02 03:00:00
"42785",NA,-73.9242,40.9059,0.11,2016-07-02 03:00:00
"42786","Bronx",-73.8812,40.8863,0.29,2016-07-02 03:00:00
"42787","Bronx",-73.8382,40.8666,0.49,2016-07-02 03:00:00
"42788","Bronx",-73.7953,40.847,0.29,2016-07-02 03:00:00
"42789",NA,-73.7523,40.8273,0.34,2016-07-02 03:00:00
"42816",NA,-73.8982,40.9384,0.06,2016-07-02 03:00:00
"42817",NA,-73.8552,40.9188,0.1,2016-07-02 03:00:00
"42818",NA,-73.8122,40.8991,0.29,2016-07-02 03:00:00
"42819",NA,-73.7692,40.8794,0.32,2016-07-02 03:00:00
"42838",NA,-73.7862,40.9316,0.08,2016-07-02 03:00:00
"26313","Brooklyn",-73.8908,40.5806,0.02,2016-07-03 13:00:00
"26314",NA,-73.8481,40.561,0.01,2016-07-03 13:00:00
"26320","Brooklyn",-73.865,40.613,0.01,2016-07-03 13:00:00
"26321","Queens",-73.8223,40.5934,0.01,2016-07-03 13:00:00
"26322",NA,-73.7797,40.5738,0.02,2016-07-03 13:00:00
"34516",NA,-74.2755,40.5349,0.03,2016-07-05 00:00:00
"34523",NA,-74.2929,40.5868,0.02,2016-07-05 00:00:00
"34524",NA,-74.25,40.5674,0.02,2016-07-05 00:00:00
"34525","Staten Island",-74.2072,40.548,0.02,2016-07-05 00:00:00
"34530",NA,-74.2674,40.6193,0.02,2016-07-05 00:00:00
"34531",NA,-74.2245,40.6,0.01,2016-07-05 00:00:00
"34532","Staten Island",-74.1817,40.5806,0.02,2016-07-05 00:00:00
"34533","Staten Island",-74.1388,40.5611,0.02,2016-07-05 00:00:00
"32512",NA,-74.2929,40.5868,0.02,2016-07-05 01:00:00
"32537",NA,-74.2674,40.6193,0.04,2016-07-05 01:00:00
"32538",NA,-74.2245,40.6,0.02,2016-07-05 01:00:00
"32562",NA,-74.2848,40.6713,0.07,2016-07-05 01:00:00
"32563",NA,-74.2419,40.6519,0.07,2016-07-05 01:00:00
"32564","Staten Island",-74.199,40.6325,0.04,2016-07-05 01:00:00
"32565","Staten Island",-74.1561,40.6131,0.03,2016-07-05 01:00:00
